Name,Category_1,Category_2,Module_id,Reaction level,Definition,key_gene,Definition gene name,order
formaldehyde => glycerone,"Formaldehyde assimilation, xylulose monophosphate pathway",Methane metabolism,M00344_001,Yes,K17100,,,
glycerone => glycerone-P,"Formaldehyde assimilation, xylulose monophosphate pathway",Methane metabolism,M00344_002,Yes,K00863,,,
"glycerone-P => fructose-1,6-biP","Formaldehyde assimilation, xylulose monophosphate pathway",Methane metabolism,M00344_003,Yes,K01624,,,
"fructose-1,6-biP => fructose-6P","Formaldehyde assimilation, xylulose monophosphate pathway",Methane metabolism,M00344_004,Yes,K03841,,,
ribulose-5P + formaldehyde => arabino-3-hex-ulose-6P,"Formaldehyde assimilation,ribulose monophosphate pathway",Methane metabolism,M00345_001,Yes,"(K08093,K13812),K13831",,,
arabino-3-hex-ulose-6P => fructose-6P,"Formaldehyde assimilation,ribulose monophosphate pathway",Methane metabolism,M00345_002,Yes,"K08094,K13831",,,
"fructose-6P => fructose-1,6-biP","Formaldehyde assimilation,ribulose monophosphate pathway",Methane metabolism,M00345_003,Yes,"K00850,K16370,K21071",,,
"fructose-1,6-biP => glyceraldehyde-3P","Formaldehyde assimilation,ribulose monophosphate pathway",Methane metabolism,M00345_004,Yes,K01624,,,
glycine => serine,"Formaldehyde assimilation,serine pathway",Methane metabolism,M00346_001,Yes,K00600,,,
serine => hydroxypyruvate,"Formaldehyde assimilation,serine pathway",Methane metabolism,M00346_002,Yes,K00830,,,
hydroxypyruvate => glycerate,"Formaldehyde assimilation,serine pathway",Methane metabolism,M00346_003,Yes,K00018,,,
glycerate => glycerate-2P,"Formaldehyde assimilation,serine pathway",Methane metabolism,M00346_004,Yes,K11529,,,
glycerate-2P => phosphoenolpyruvate,"Formaldehyde assimilation,serine pathway",Methane metabolism,M00346_005,Yes,K01689,,,
phsophoenolpyruvate => oxaloacetate,"Formaldehyde assimilation,serine pathway",Methane metabolism,M00346_006,Yes,K01595,,,
oxaloacetate => malate,"Formaldehyde assimilation,serine pathway",Methane metabolism,M00346_007,Yes,K00024,,,
malate => malyl-CoA,"Formaldehyde assimilation,serine pathway",Methane metabolism,M00346_008,Yes,K08692+K14067,,,
malyl-CoA => glyoxylate,"Formaldehyde assimilation,serine pathway",Methane metabolism,M00346_009,Yes,K08691,,,
glyoxylate => glycine,"Formaldehyde assimilation,serine pathway",Methane metabolism,M00346_010,Yes,K00830,,,
methanol => methyl-CoM,"Methanogenesis, methanol => methane",Methane metabolism,M00356_001,Yes,"	K14080+K04480+K14081",,,
methyl-CoM + CoB => methane + CoM-S-S-CoB,"Methanogenesis, methanol => methane",Methane metabolism,M00356_002,Yes,K00399+K00401+K00402,,,
CoM-S-S-CoB => CoB,"Methanogenesis, methanol => methane",Methane metabolism,M00356_003,Yes,"(K22480+K22481+K22482,K03388+K03389+K03390,K08264+K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+K00125))",,,
acetate => acetyl-P,"Methanogenesis, acetate => methane",Methane metabolism,M00357_001,Yes,K00925,,,
acetyl-P => acetyl-CoA,"Methanogenesis, acetate => methane",Methane metabolism,M00357_002,Yes,K00625,,,
acetate => acetyl-CoA,"Methanogenesis, acetate => methane",Methane metabolism,M00357_003,Yes,K01895,,,
acetyl-CoA => 5-Methyl-THMPT,"Methanogenesis, acetate => methane",Methane metabolism,M00357_004,Yes,(K00193+K00197+K00194),,,
5-Methyl-THMPT + CoM => methyl-CoM,"Methanogenesis, acetate => methane",Methane metabolism,M00357_005,Yes,(K00577+K00578+K00579+K00580+K00581-K00582-K00583+K00584),,,
methyl-CoM + CoB => methane + CoM-S-S-CoB,"Methanogenesis, acetate => methane",Methane metabolism,M00357_006,Yes,K00399+K00401+K00402,,,
CoM-S-S-CoB => CoB,"Methanogenesis, acetate => methane",Methane metabolism,M00357_007,Yes,"(K22480+K22481+K22482,K03388+K03389+K03390,K08264+K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+K00125))",,,
acetyl-CoA => pyruvate,Dicarboxylate-hydroxybutyrate cycle,Carbon fixation,M00374_001,Yes,(K00169+K00170+K00171+K00172),"K14465 (K14467,K18861,K25774) K14534",,
pyruvate => phosphoenolpyruvate,Dicarboxylate-hydroxybutyrate cycle,Carbon fixation,M00374_002,Yes,K01007,"K14465 (K14467,K18861,K25774) K14534",,
phosphoenolpyruvate => oxaloacetate,Dicarboxylate-hydroxybutyrate cycle,Carbon fixation,M00374_003,Yes,K01595,"K14465 (K14467,K18861,K25774) K14534",,
oxaloacetate => malate,Dicarboxylate-hydroxybutyrate cycle,Carbon fixation,M00374_005,Yes,K00024,"K14465 (K14467,K18861,K25774) K14534",,
malate => fumarate,Dicarboxylate-hydroxybutyrate cycle,Carbon fixation,M00374_006,Yes,(K01677+K01678),"K14465 (K14467,K18861,K25774) K14534",,
fumarate => succinate,Dicarboxylate-hydroxybutyrate cycle,Carbon fixation,M00374_007,Yes,(K00239+K00240-K00241-K18860),"K14465 (K14467,K18861,K25774) K14534",,
succinate => succinyl-CoA,Dicarboxylate-hydroxybutyrate cycle,Carbon fixation,M00374_008,Yes,(K01902+K01903),"K14465 (K14467,K18861,K25774) K14534",,
succinyl-CoA => succinate semialdehyde,Dicarboxylate-hydroxybutyrate cycle,Carbon fixation,M00374_009,Yes,"(K15038,K15017)","K14465 (K14467,K18861,K25774) K14534",,
succinate semialdehyde => 4-hydroxybutanoic acid,Dicarboxylate-hydroxybutyrate cycle,Carbon fixation,M00374_010,Yes,K14465,"K14465 (K14467,K18861,K25774) K14534",,
4-hydroxybutanoic acid => 4-hydroxybutyryl CoA,Dicarboxylate-hydroxybutyrate cycle,Carbon fixation,M00374_011,Yes,"(K14467,K18861,K25774)","K14465 (K14467,K18861,K25774) K14534",,
4-hydroxybutyryl CoA => 4-crotonoyl CoA,Dicarboxylate-hydroxybutyrate cycle,Carbon fixation,M00374_012,Yes,K14534,"K14465 (K14467,K18861,K25774) K14534",,
4-crotonoyl CoA => 3-hydroxybutanoyl CoA,Dicarboxylate-hydroxybutyrate cycle,Carbon fixation,M00374_013,Yes,K15016,"K14465 (K14467,K18861,K25774) K14534",,
3-hydroxybutanoyl CoA => acetoacyl CoA,Dicarboxylate-hydroxybutyrate cycle,Carbon fixation,M00374_014,Yes,K00626,"K14465 (K14467,K18861,K25774) K14534",,
Acetyl-CoA => malonyl-CoA,Hydroxypropionate-hydroxybutylate cycle,Carbon fixation,M00375_001,Yes,"(K01964+K15037+K15036),(K01962+K01963+K02160),(K01962+K18472+K02160)","K01964, K01962,K01963,K02160,K18472",,
malonyl-CoA => 3-oxopropanoate,Hydroxypropionate-hydroxybutylate cycle,Carbon fixation,M00375_002,Yes,K15017,"K01964, K01962,K01963,K02160,K18472",,
3-oxopropanoate =>3-hydroxypropanoate,Hydroxypropionate-hydroxybutylate cycle,Carbon fixation,M00375_003,Yes,K15039,"K01964, K01962,K01963,K02160,K18472",,
3-hydroxypropanoate => 3-hydroxypropionyl-CoA,Hydroxypropionate-hydroxybutylate cycle,Carbon fixation,M00375_004,Yes,K15018,"K01964, K01962,K01963,K02160,K18472",,
 3-hydroxypropionyl-CoA => propenoyl-CoA,Hydroxypropionate-hydroxybutylate cycle,Carbon fixation,M00375_005,Yes,K15019,"K01964, K01962,K01963,K02160,K18472",,
propenoyl-CoA => propanoyl-CoA,Hydroxypropionate-hydroxybutylate cycle,Carbon fixation,M00375_006,Yes,K15020,"K01964, K01962,K01963,K02160,K18472",,
propanoyl-CoA => S-methylmalonyl-CoA,Hydroxypropionate-hydroxybutylate cycle,Carbon fixation,M00375_007,Yes,K05606,"K01964, K01962,K01963,K02160,K18472",,
S-methylmalonyl-CoA => R-methylmalonyl-CoA,Hydroxypropionate-hydroxybutylate cycle,Carbon fixation,M00375_008,Yes,(K01848+K01849),"K01964, K01962,K01963,K02160,K18472",,
R-methylmalonyl-CoA => succinyl-CoA,Hydroxypropionate-hydroxybutylate cycle,Carbon fixation,M00375_009,Yes,"(K15038,K15017)","K01964, K01962,K01963,K02160,K18472",,
succinyl-CoA => succinate semialdehyde,Hydroxypropionate-hydroxybutylate cycle,Carbon fixation,M00375_010,Yes,K14465,"K01964, K01962,K01963,K02160,K18472",,
succinate semialdehyde => 4-hydroxybutanoic acid,Hydroxypropionate-hydroxybutylate cycle,Carbon fixation,M00375_011,Yes,"(K14466,K18861,K25774)","K01964, K01962,K01963,K02160,K18472",,
4-hidroxybutanoic acid => 4-hydroxybutyryl CoA,Hydroxypropionate-hydroxybutylate cycle,Carbon fixation,M00375_012,Yes,K14534,"K01964, K01962,K01963,K02160,K18472",,
4-hydroxybutyryl CoA => crotonoyl-CoA,Hydroxypropionate-hydroxybutylate cycle,Carbon fixation,M00375_013,Yes,K15016,"K01964, K01962,K01963,K02160,K18472",,
crotonoyl-CoA => 3-hydroxybutanoyl-CoA,Hydroxypropionate-hydroxybutylate cycle,Carbon fixation,M00375_014,Yes,K00626,"K01964, K01962,K01963,K02160,K18472",,
acetyl-CoA => malonyl-CoA,3-Hydroxypropionate bi-cycle,Carbon fixation,M00376_001,Yes,K02160+K01961+K01962+K01963,K14468,,
malonyl-CoA => 3-oxopropanoate => 3-hydroxypropanoate,3-Hydroxypropionate bi-cycle,Carbon fixation,M00376_002,Yes,K14468,K14468,,
3-hydroxypropanoate => propanoyl-CoA,3-Hydroxypropionate bi-cycle,Carbon fixation,M00376_003,Yes,K14469,K14468,,
propanoyl-CoA => s-methylmalonyl-CoA,3-Hydroxypropionate bi-cycle,Carbon fixation,M00376_004,Yes,K15052,K14468,,
s-methylmalonyl-CoA => r-methylmalonyl-CoA,3-Hydroxypropionate bi-cycle,Carbon fixation,M00376_005,Yes,K05606,K14468,,
 r-methylmalonyl-CoA => succinyl-CoA,3-Hydroxypropionate bi-cycle,Carbon fixation,M00376_006,Yes,"(K01847,K01848+K01849)",K14468,,
succinyl-CoA + malate => succinate + malyl-CoA,3-Hydroxypropionate bi-cycle,Carbon fixation,M00376_007,Yes,K14471+K14472,K14468,,
succinate => fumarate,3-Hydroxypropionate bi-cycle,Carbon fixation,M00376_008,Yes,K00239+K00240+K00241,K14468,,
fumarate => malate,3-Hydroxypropionate bi-cycle,Carbon fixation,M00376_009,Yes,K01679,K14468,,
malyl-CoA => glyoxylate + acetyl-CoA,3-Hydroxypropionate bi-cycle,Carbon fixation,M00376_010,Yes,K08691,K14468,,
erythro-methylmalyl-CoA => 2-methylfumaryl-CoA,3-Hydroxypropionate bi-cycle,Carbon fixation,M00376_011,Yes,K14449,K14468,,
2-methylfumaryl-CoA => 3-methylfumaryl-CoA,3-Hydroxypropionate bi-cycle,Carbon fixation,M00376_012,Yes,K14470,K14468,,
3-methylfumaryl-CoA => citramalyl-CoA,3-Hydroxypropionate bi-cycle,Carbon fixation,M00376_013,Yes,K09709,K14468,,
CO2 => CO,Wood-Ljungdahl pathway,Carbon fixation,M00377_001,Yes,K00198,K14138+K00197+K00194,,
CO2 => formate,Wood-Ljungdahl pathway,Carbon fixation,M00377_002,Yes,"(K05299-K15022,K22015+K25123+K25124)",K14138+K00197+K00194,,
tetrahydrofolate => 10-formyltetrahydrofolate,Wood-Ljungdahl pathway,Carbon fixation,M00377_003,Yes,K01938,K14138+K00197+K00194,,
"10-formyltetrahydrofolate => 5,10-Methenyltetrahydrofolate",Wood-Ljungdahl pathway,Carbon fixation,M00377_004,Yes,K01491-K01500,K14138+K00197+K00194,,
"5,10-Methenyltetrahydrofolate => 5,10-Methylenetetrahydrofolate",Wood-Ljungdahl pathway,Carbon fixation,M00377_005,Yes,K00297-K25007-K25008,K14138+K00197+K00194,,
"5,10-Methylenetetrahydrofolate => 5,10-Methyltetrahydrofolate",Wood-Ljungdahl pathway,Carbon fixation,M00377_006,Yes,K15023,K14138+K00197+K00194,,
"5,10-Methyltetrahydrofolate => tetrahydrofolate",Wood-Ljungdahl pathway,Carbon fixation,M00377_007,Yes,K14138+K00197+K00194,K14138+K00197+K00194,,
CO2 => CO,Acetyl-CoA pathway,Methane metabolism,M00422_001,yes,K00192+K00195,,,
CO => Acetyl-CoA,Acetyl-CoA pathway,Methane metabolism,M00422_002,yes,K00193+K00197+K00194,,,
ammonia => hydroxylamine,Nitrification,Nitrogen metabolism,M00528_001,Yes,K109441+K109451+K109461,,amoA_A+amoB_A+amoC_A,
hydroxylamine => nitrite,Nitrification,Nitrogen metabolism,M00528_002,Yes,K10535,,hao,
nitrate => nitrite,Denitrification,Nitrogen metabolism,M00529_001,Yes,"(K00370+K00371+K00374,K02567+K02568)",,"(narG+narH+narI,napA+napB)",
nitrite => nitric oxide,Denitrification,Nitrogen metabolism,M00529_002,Yes,"(K00368,K15864)",,"(nirK,nirS)",
nitric oxide => nitrous oxide,Denitrification,Nitrogen metabolism,M00529_003,Yes,(K04561+K02305),,(norB+norC),
nitrous oxide => nitrogen,Denitrification,Nitrogen metabolism,M00529_004,Yes,K00376,,nosZ,
nitrate => nitrite,Dissimilatory nitrate reduction,Nitrogen metabolism,M00530_001,Yes,"(K00370+K00371+K00374,K02567+K02568)",,"(narG+narH+narI,napA+napB)",
nitrite => ammonia,Dissimilatory nitrate reduction,Nitrogen metabolism,M00530_002,Yes,"(K00362+K00363,K03385+K15876)",,"(nirB,nirD,nrfA+nrfH)",
nitrate => nitrite,Assimilatory nitrate reduction,Nitrogen metabolism,M00531_001,Yes,"(K00367,K10534,K00372-K00360)",,"(narB,NR,nasA-nasB)",
nitrite => ammonia,Assimilatory nitrate reduction,Nitrogen metabolism,M00531_002,Yes,"(K00366,K17877,K26139+K26138,K00361)",,"(nirA,NIT-6,nasD+nasE,nasB)",
"ribulose-1,5-biP => 2-phosphoglycolate + 3-phospho-glycerate",Photorespiration,Other carbohydrate metabolism,M00532_001,Yes,(K01601-K01602),,,
2-phosphoglycolate => glycolate,Photorespiration,Other carbohydrate metabolism,M00532_002,Yes,K19269,,,
glycolate => glyoxylate + H2O2,Photorespiration,Other carbohydrate metabolism,M00532_003,Yes,K11517,,,
H2O2 => O2,Photorespiration,Other carbohydrate metabolism,M00532_004,Yes,K03781,,,
glyoxylate + glutamate => glycine + 2-oxoglutarate,Photorespiration,Other carbohydrate metabolism,M00532_005,Yes,K14272,,,
glycine => serine,Photorespiration,Other carbohydrate metabolism,M00532_006,Yes,K00600,,,
serine + glyoxylate => hydroxypyruvate + glycine,Photorespiration,Other carbohydrate metabolism,M00532_007,Yes,K00830,,,
hydropyruvate => glycerate,Photorespiration,Other carbohydrate metabolism,M00532_008,Yes,"K15893,K15919",,,
glycerate => 3-phospho-glycerate,Photorespiration,Other carbohydrate metabolism,M00532_009,Yes,K15918,,,
glycine => ammonia,Photorespiration,Other carbohydrate metabolism,M00532_010,Yes,K00281+K00605+K00382+K02437,,,
methylamine/dimethylamine/trimethylamine => methyl-CoM,"Methanogenesis, methylamine/dimethylamine/trimethylamine => methane",Methane metabolism,M00563_001,yes,"K14082 ((K16177-K16176),(K16179-K16178),(K14084-K14083))",,,
methyl-CoM + CoB => methane + CoM-S-S-CoB,"Methanogenesis, methylamine/dimethylamine/trimethylamine => methane",Methane metabolism,M00563_002,yes,K00399+K00401+K00402,,,
CoM-S-S-CoB => CoB,"Methanogenesis, methylamine/dimethylamine/trimethylamine => methane",Methane metabolism,M00563_003,yes,"(K22480+K22481+K22482,K03388+K03389+K03390,K08264+K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+K00125))",,,
CO2 => Formylmethanofuran,"Methanogenesis, CO2 => methane",Methane metabolism,M00567_001,yes,"(K00200+K00201+K00202+K00203-K11261+(K00205,K11260,K00204))",,,
Formylmethanofuran => 5-Formyl-H4MPT,"Methanogenesis, CO2 => methane",Methane metabolism,M00567_002,yes,K00672,,,
"5-Formyl-H4MPT => 5,10-Methenyltetrahydromethanopterin","Methanogenesis, CO2 => methane",Methane metabolism,M00567_003,yes,K01499,,,
"5,10-Methenyltetrahydromethanopterin => 5,10-Methylenetetrahydromethanopterin","Methanogenesis, CO2 => methane",Methane metabolism,M00567_004,yes,"K00319,K13942",,,
"5,10-Methylenetetrahydromethanopterin => 5-Methyl-H4MPT","Methanogenesis, CO2 => methane",Methane metabolism,M00567_005,yes,K00320,,,
5-Methyl-H4MPT + CoM => methyl-CoM,"Methanogenesis, CO2 => methane",Methane metabolism,M00567_006,yes,K00577+K00578+K00579+K00580+K00581-K00582-K00583+K00584,,,
methyl-CoM + CoB => methane + CoM-S-S-CoB,"Methanogenesis, CO2 => methane",Methane metabolism,M00567_007,yes,K00399+K00401+K00402,,,
CoM-S-S-CoB => CoB,"Methanogenesis, CO2 => methane",Methane metabolism,M00567_008,yes,"(K22480+K22481+K22482,K03388+K03389+K03390,K08264+K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+K00125))",,,
acetyl-CoA => acetyl phosphate,P acetyltransferase-acetate kinase pathway,Carbon fixation,M00579_001,yes,"	(K00625,K13788,K15024)",,,
acetyl phosphate => acetate,P acetyltransferase-acetate kinase pathway,Carbon fixation,M00579_002,yes,K00925,,,
fructose-6P => arabino-hex-3-ulose-6P,"Pentose P pathway, archaea",Central carbon metabolism,M00580_001,Yes,"K08094,K13831",,,
arabino-hex-3-ulose-6P => ribulose-5P,"Pentose P pathway, archaea",Central carbon metabolism,M00580_002,Yes,"(K08093,K13812),K13831",,,
ribulose-5P => ribose-5P,"Pentose P pathway, archaea",Central carbon metabolism,M00580_003,Yes,K01807,,,
thiosulfate => sulfate,Thiosulfate oxidation (SOX),Sulfur metabolism,M00595_001,Yes,K17222+K17223+K17224-K17225-K22622+K17226+K17227,,soxA+soxX+soxB-soxC-soxD+soxY+soxZ,
sulfate => adenyl sulfate,Dissimilatory sulfate reduction,Sulfur metabolism,M00596_001,Yes,K00958,,sat,
adenyl sulfate => sulfite,Dissimilatory sulfate reduction,Sulfur metabolism,M00596_002,Yes,(K00394+K00395),,(aprA+aprB),
sulfite => protein-trisulfide,Dissimilatory sulfate reduction,Sulfur metabolism,M00596_003,Yes,(K11180+K11181-K27196),,(dsrA+dsrB-dsrL),
protein-trisulfide => hydrogen sulfide,Dissimilatory sulfate reduction,Sulfur metabolism,M00596_004,Yes,(K27187+K27188+K27189+K27190+K27191),,(dsrM+dsrK+dsrJ+dsrO+dsrP),
acetyl-CoA => pyruvate,"Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",Carbon fixation,M00620_001,Yes,(K00169+K00170+K00171+K00172),,,
pyruvate => oxaloacetate,"Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",Carbon fixation,M00620_002,Yes,(K01959+K01960),,,
oxaloacetate => malate,"Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",Carbon fixation,M00620_003,Yes,K00024,,,
malate => fumarate,"Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",Carbon fixation,M00620_004,Yes,(K01677+K01678),,,
fumarate => succinate,"Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",Carbon fixation,M00620_005,Yes,(K18209+K18210),,,
succinate => succinyl-CoA,"Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",Carbon fixation,M00620_006,Yes,(K01902+K01903),,,
succinyl-CoA => 2-oxoglutarate,"Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",Carbon fixation,M00620_007,Yes,(K00174+K00175+K00176+K00177),,,
glycine => CO2,Glycine cleavage system,Amino acid metabolism,M00621_001,,"K00281,K00282+K00283",,,
Tetrahydrofolate <=> Ammonia,Glycine cleavage system,Amino acid metabolism,M00621_002,,K00605,,,
 Dihydrolipoylprotein => lipoylprotein,Glycine cleavage system,Amino acid metabolism,M00621_003,,K00382,,,
gluconic acid => 2-dehydro-3-deoxy-gluconate,Semi-phosphorylative Entner-Doudoroff pathway (crenarcheota),Central carbon metabolism,M00633_001,Yes,K05308,,,
2-dehydro-3-deoxy-gluconate => 2-dehydro-3-deoxy-6P-gluconate,Semi-phosphorylative Entner-Doudoroff pathway (crenarcheota),Central carbon metabolism,M00633_002,Yes,K18126,,,
2-dehydro-3-deoxy-6P-gluconate => pyruvate + glyceraldehyde-3P,Semi-phosphorylative Entner-Doudoroff pathway (crenarcheota),Central carbon metabolism,M00633_003,Yes,K11395,,,
galactonate => 2-dehydro-3-deoxy-galactonate,Semi-phosphorylative Entner-Doudoroff pathway (crenarcheota),Central carbon metabolism,M00633_004,Yes,K05308,,,
2-dehydro-3-deoxy-galactonate => 2-dehydro-3-deoxy-6P-galactonate,Semi-phosphorylative Entner-Doudoroff pathway (crenarcheota),Central carbon metabolism,M00633_005,Yes,K18126,,,
2-dehydro-3-deoxy-6P-galactonate => glyceraldehyde-3P,Semi-phosphorylative Entner-Doudoroff pathway (crenarcheota),Central carbon metabolism,M00633_006,Yes,K11395,,,
glyceraldehyde-3P => glycerate-3P,Semi-phosphorylative Entner-Doudoroff pathway (crenarcheota),Central carbon metabolism,M00633_007,Yes,K18978,,,
oxaloacetate + acetyl-CoA => citrate,Methylaspartate cycle,Other carbohydrate metabolism,M00740_001,Yes,"(K01647,K01659)",,,
citrate => cis-aconitate,Methylaspartate cycle,Other carbohydrate metabolism,M00740_002,Yes,K27802,,,
cis-aconitate => isocitrate,Methylaspartate cycle,Other carbohydrate metabolism,M00740_003,Yes,K27802,,,
isocitrate => oxalosuccinate,Methylaspartate cycle,Other carbohydrate metabolism,M00740_004,Yes,K00031,,,
oxalosuccinate => 2-oxoglutarate,Methylaspartate cycle,Other carbohydrate metabolism,M00740_005,Yes,K00031,,,
2-oxoglutarate => glutamate,Methylaspartate cycle,Other carbohydrate metabolism,M00740_006,Yes,K00261,,,
glutamate => threo-3-methylaspartate,Methylaspartate cycle,Other carbohydrate metabolism,M00740_007,Yes,K19268+K01846,,,
threo-3-methylaspartate => mesaconate,Methylaspartate cycle,Other carbohydrate metabolism,M00740_008,Yes,K04835,,,
mesaconate => 2-methylfumaryl-CoA,Methylaspartate cycle,Other carbohydrate metabolism,M00740_009,Yes,K19280,,,
2-methylfumaryl-CoA => erythro-3-methylmalyl-CoA,Methylaspartate cycle,Other carbohydrate metabolism,M00740_010,Yes,K14449,,,
erythro-3-methylmalyl-CoA => glyoxylate,Methylaspartate cycle,Other carbohydrate metabolism,M00740_011,Yes,K19281,,,
glyoxylate + acetyl-CoA => malyl-CoA,Methylaspartate cycle,Other carbohydrate metabolism,M00740_012,Yes,K19282,,,
malyl-CoA => s-malate,Methylaspartate cycle,Other carbohydrate metabolism,M00740_013,Yes,K19282,,,
s-malate => oxaloacetate,Methylaspartate cycle,Other carbohydrate metabolism,M00740_014,Yes,K00024,,,
propanoyl-CoA => D-methylmalonyl-CoA,Propanoyl-CoA metabolism,Other carbohydrate metabolism,M00741_001,Yes,"(K01965+K01966,K11263+(K18472,K27094+K27095,K19312+K22568),K01964+K15036+K15037)",,,
D-methylmalonyl-CoA => L-methylmalonyl-CoA,Propanoyl-CoA metabolism,Other carbohydrate metabolism,M00741_002,Yes,K05606,,,
L-methylmalonyl-CoA => succinyl-CoA,Propanoyl-CoA metabolism,Other carbohydrate metabolism,M00741_003,Yes,"(K01847,K01848+K01849)",,,
ammonia => hydroxylamine,Commamox,Nitrogen metabolism,M00804_001,Yes,K109441+K109451+K109461,,amoA_A+amoB_A+amoC_A,
hydroxylamine => nitrite,Commamox,Nitrogen metabolism,M00804_002,Yes,K10535,,hao,
nitrite => nitrate,Commamox,Nitrogen metabolism,M00804_003,Yes,K00370+K00371,,narG+narH,
nitrite => nitric oxide,Anammox,Nitrogen metabolism,M00973_001,Yes,"(K00368,K15864)",,"(nirK,nirS)",
nitric oxide + ammonia => hydrazine,Anammox,Nitrogen metabolism,M00973_002,Yes,(K20932+K20933+K20934),,(hzsC+hzsB+hzsA),
hydrazine => nitrogen,Anammox,Nitrogen metabolism,M00973_003,Yes,K20935,,hdh,
Acetyl-CoA => malonyl-CoA,Hydroxypropionate-hydroxybutylate_Thermoproteota,Carbon fixation,Thermo_001,,K18603+K18604+K18605,,,
malonate semialdehyde => 3-hydroxypropanoate,Hydroxypropionate-hydroxybutylate_Thermoproteota,Carbon fixation,Thermo_002,,K18602,,,
3-hydroxypropanoate => 3-hydroxypropionyl-CoA,Hydroxypropionate-hydroxybutylate_Thermoproteota,Carbon fixation,Thermo_003,,K18594,,,
3-hydroxypropionyl-CoA => acryloyl-CoA,Hydroxypropionate-hydroxybutylate_Thermoproteota,Carbon fixation,Thermo_004,,K15019,,,
propionyl-CoA =>  S-methylmalonyl-CoA,Hydroxypropionate-hydroxybutylate_Thermoproteota,Carbon fixation,Thermo_005,,K18603+K18604+K18605,,,
 S-methylmalonyl-CoA => succinyl-CoA,Hydroxypropionate-hydroxybutylate_Thermoproteota,Carbon fixation,Thermo_006,,K01848+K01849,,,
4-hydroxybutyrate => 4-hydroxybutyryl-CoA,Hydroxypropionate-hydroxybutylate_Thermoproteota,Carbon fixation,Thermo_007,,K18593,,,
4-hydroxybutyryl-CoA => crotonoyl-CoA ,Hydroxypropionate-hydroxybutylate_Thermoproteota,Carbon fixation,Thermo_008,,K14534,,,
crotonoyl-CoA => 3-hydroxybutanoyl-CoA,Hydroxypropionate-hydroxybutylate_Thermoproteota,Carbon fixation,Thermo_009,,K15016,,,
 3-hydroxybutanoyl-CoA => acetoacetyl-CoA,Hydroxypropionate-hydroxybutylate_Thermoproteota,Carbon fixation,Thermo_010,,K15016,,,
 acetoacetyl-CoA => acetyl-CoA,Hydroxypropionate-hydroxybutylate_Thermoproteota,Carbon fixation,Thermo_011,,K00626,,,
glucose => glucose-6P,Glycolysis_gluconeogenesis_Thermoproteota,Central carbon metabolism,Thermo2_001,,K15778,,,
glucose-6P => fructose-6P,Glycolysis_gluconeogenesis_Thermoproteota,Central carbon metabolism,Thermo2_002,,"(K01810,K06859,K13810,K15916)",,,
fructose-6P => fructose-1-6-biP,Glycolysis_gluconeogenesis_Thermoproteota,Central carbon metabolism,Thermo2_003,,K01622,,,
fructose-1-6-biP => glyceraldehyde-3P,Glycolysis_gluconeogenesis_Thermoproteota,Central carbon metabolism,Thermo2_004,,K01622,,,
glyceraldehyde-3P => dihydroxyacetone phosphate,Glycolysis_gluconeogenesis_Thermoproteota,Central carbon metabolism,Thermo2_005,,K01803,,,
"glyceraldehyde-3P => 1,3-bisphosphoglycerate",Glycolysis_gluconeogenesis_Thermoproteota,Central carbon metabolism,Thermo2_006,,K00150,,,
"1,3-bisphosphoglycerate => 3-phosphoglycerate",Glycolysis_gluconeogenesis_Thermoproteota,Central carbon metabolism,Thermo2_007,,K00927,,,
 3-phosphoglycerate =>  2-phosphoglycerate,Glycolysis_gluconeogenesis_Thermoproteota,Central carbon metabolism,Thermo2_008,,"K15634,K15635",,,
2-phosphoglycerate => phosphoenolpyruvate,Glycolysis_gluconeogenesis_Thermoproteota,Central carbon metabolism,Thermo2_009,,K01689,,,
 phosphoenolpyruvate => pyruvate,Glycolysis_gluconeogenesis_Thermoproteota,Central carbon metabolism,Thermo2_010,,"(K00873,K12406)",,,
bceA; bacitracin transport system ATP-binding protein,Bacitracin transport system,ABC-2 type and other transporters,Transporters00001,,K11631,,,
bceB; bacitracin transport system permease protein,Bacitracin transport system,ABC-2 type and other transporters,Transporters00002,,K11632,,,
ABC-2.CPSE.P; capsular polysaccharide transport system permease protein,Capsular polysaccharide transport system,ABC-2 type and other transporters,Transporters00003,,K09688,,,
ABC-2.CPSE.A; capsular polysaccharide transport system ATP-binding protein,Capsular polysaccharide transport system,ABC-2 type and other transporters,Transporters00004,,K09689,,,
ABC-2.CPSE.P1; capsular polysaccharide transport system permease protein,Capsular polysaccharide transport system,ABC-2 type and other transporters,Transporters00005,,K10107,,,
K16905; fluoroquinolone transport system permease protein,Fluoroquinolone transport system,ABC-2 type and other transporters,Transporters00006,,K16905,,,
