WBANNO,LST_DATE,CRX_VN,LONGITUDE,LATITUDE,T_DAILY_MAX,T_DAILY_MIN,T_DAILY_MEAN,T_DAILY_AVG,P_DAILY_CALC,SOLARAD_DAILY,SUR_TEMP_DAILY_TYPE,SUR_TEMP_DAILY_MAX,SUR_TEMP_DAILY_MIN,SUR_TEMP_DAILY_AVG,RH_DAILY_MAX,RH_DAILY_MIN,RH_DAILY_AVG,SOIL_MOISTURE_5_DAILY,SOIL_MOISTURE_10_DAILY,SOIL_MOISTURE_20_DAILY,SOIL_MOISTURE_50_DAILY,SOIL_MOISTURE_100_DAILY,SOIL_TEMP_5_DAILY,SOIL_TEMP_10_DAILY,SOIL_TEMP_20_DAILY,SOIL_TEMP_50_DAILY,SOIL_TEMP_100_DAILY
53131,20210509,2.623,-111.17,32.24,33.3,15.4,24.3,24.8,0,28.88,C,52.4,14.6,30.3,27.9,2.8,13.6,0.019,0.047,-99,-99,-99,32.5,32.3,-9999,-9999,-9999
53131,20210510,2.623,-111.17,32.24,33.2,18.4,25.8,25.9,0,28.75,C,50,15,29.8,16,6.2,10.1,0.019,0.047,-99,-99,-99,32.4,32.2,-9999,-9999,-9999
53131,20210511,2.623,-111.17,32.24,33.6,12.9,23.2,25.7,0,29.18,C,53.2,12.6,30.3,18.1,2.3,7.2,0.019,0.046,-99,-99,-99,32.4,32.2,-9999,-9999,-9999
53131,20210512,2.623,-111.17,32.24,35.3,16.4,25.9,26.9,0,28.98,C,54.7,14.8,31.9,17.3,3.8,8.9,0.019,0.046,-99,-99,-99,33.6,33.1,-9999,-9999,-9999
53131,20210513,2.623,-111.17,32.24,37.2,16.7,26.9,27.7,0,28.9,C,56.1,15.7,32.6,20.1,1.2,8.3,0.02,0.047,-99,-99,-99,34.3,33.8,-9999,-9999,-9999
53131,20210514,2.623,-111.17,32.24,36.4,17.7,27,27.8,0,28.33,C,55.2,16.4,33.1,20.4,4.2,11.2,0.019,0.047,-99,-99,-99,34.9,34.3,-9999,-9999,-9999
53131,20210515,2.623,-111.17,32.24,34.6,17.6,26.1,27.2,0,28.69,C,52.6,17.1,32.2,22.3,6.8,13.9,0.02,0.046,-99,-99,-99,34.7,34.4,-9999,-9999,-9999
53131,20210516,2.623,-111.17,32.24,32.5,17.6,25,24.8,0,29.06,C,52.2,15.4,30,26.4,5.7,12.8,0.019,0.045,-99,-99,-99,33.1,33.3,-9999,-9999,-9999
53131,20210517,2.623,-111.17,32.24,28.8,14.6,21.7,22.5,0,28.73,C,49.5,13.5,28.8,33.5,10.7,18.3,0.018,0.044,-99,-99,-99,31.9,32.1,-9999,-9999,-9999
53131,20210518,2.623,-111.17,32.24,31.2,14.7,23,24.5,0,25.6,C,51.4,15.3,29.6,46.3,10.6,23.3,0.018,0.044,-99,-99,-99,32.1,32.1,-9999,-9999,-9999
53131,20210519,2.623,-111.17,32.24,35.1,18.6,26.9,27.1,0,28.56,C,54.3,16.9,32.5,34,7.7,18.4,0.021,0.045,-99,-99,-99,34.2,33.7,-9999,-9999,-9999
53131,20210520,2.623,-111.17,32.24,35.5,20.1,27.8,28.1,0,25.8,C,53.2,17.7,32.4,22.8,6.3,13.2,0.02,0.045,-99,-99,-99,34.7,34.4,-9999,-9999,-9999
53131,20210521,2.623,-111.17,32.24,30.9,17.9,24.4,25.5,0,22.66,C,47.2,17.5,30.3,23.8,5.4,13.9,0.019,0.044,-99,-99,-99,33.3,33.6,-9999,-9999,-9999
53131,20210522,2.623,-111.17,32.24,30,12.1,21.1,21.9,0,29.6,C,44.9,12.4,26.5,16,2.6,7.8,0.017,0.042,-99,-99,-99,30.6,31.3,-9999,-9999,-9999
53131,20210523,2.623,-111.17,32.24,29,13.5,21.3,21.5,0,30.42,C,50.2,11.1,27.3,11.2,1.9,5.1,0.017,0.041,-99,-99,-99,30.4,30.7,-9999,-9999,-9999
53131,20210524,2.623,-111.17,32.24,32.3,11.7,22,23.5,0,30.15,C,52.1,10.6,28.8,12.7,1.4,5.5,0.017,0.042,-99,-99,-99,31.3,31.3,-9999,-9999,-9999
53131,20210525,2.623,-111.17,32.24,35.7,15.2,25.5,26.2,0,29.86,C,54.3,13.2,31.3,12.5,2.4,6.3,0.017,0.043,-99,-99,-99,33.2,32.8,-9999,-9999,-9999
53131,20210526,2.623,-111.17,32.24,34.9,18.3,26.6,27.5,0,25.69,C,53.2,17.3,31.9,15.3,4,8.6,0.017,0.043,-99,-99,-99,34.3,34,-9999,-9999,-9999
53131,20210527,2.623,-111.17,32.24,34.3,16.5,25.4,26.9,0,29.97,C,54.5,15.4,32.2,20,3.9,8.9,0.018,0.043,-99,-99,-99,34.5,34.2,-9999,-9999,-9999
53131,20210528,2.623,-111.17,32.24,36.5,16.6,26.6,28.3,0,29.85,C,56.5,15.9,33.5,23.2,3.9,10,0.018,0.044,-99,-99,-99,35.4,34.9,-9999,-9999,-9999
53131,20210529,2.623,-111.17,32.24,36.9,16,26.4,28.4,0,30,C,55.2,16.3,33.3,19.3,2.1,8.6,0.018,0.044,-99,-99,-99,35.6,35.3,-9999,-9999,-9999
53131,20210530,2.623,-111.17,32.24,36.1,17.1,26.6,27.7,0,29.43,C,55.8,16.9,33.5,26.1,4.3,13.2,0.018,0.044,-99,-99,-99,35.6,35.4,-9999,-9999,-9999
53131,20210531,2.623,-111.17,32.24,35.9,18.8,27.4,28.4,0,28.85,C,56.3,18.9,34.8,37.7,5.6,19,0.02,0.044,-99,-99,-99,36.5,36.1,-9999,-9999,-9999
53131,20210601,2.623,-111.17,32.24,36.8,17.6,27.2,28.6,0,28.99,C,56.5,18.4,35.3,35,7.7,16.9,0.02,0.044,-99,-99,-99,37,36.6,-9999,-9999,-9999
53131,20210602,2.623,-111.17,32.24,37.4,19.1,28.3,30.3,0,28.73,C,56.4,19.7,35.8,27.5,6.6,12.5,0.02,0.045,-99,-99,-99,37.6,37.2,-9999,-9999,-9999
53131,20210603,2.623,-111.17,32.24,38.7,22.6,30.6,30.8,0,28.85,C,56.6,20.5,36.1,20.1,6.2,11.4,0.02,0.045,-99,-99,-99,37.9,37.5,-9999,-9999,-9999
53131,20210604,2.623,-111.17,32.24,38.1,21.6,29.8,30.7,0,25.86,C,56.6,20.6,34.8,17.4,4.2,8.6,0.019,0.044,-99,-99,-99,36.9,36.8,-9999,-9999,-9999
53131,20210605,2.623,-111.17,32.24,38.4,22.2,30.3,30.8,0,28.29,C,55.2,20.2,35,18.8,4.9,9.3,0.019,0.044,-99,-99,-99,37.3,37,-9999,-9999,-9999
53131,20210606,2.623,-111.17,32.24,37.6,20.9,29.3,30.3,0,29.08,C,54,19.9,34.4,21.8,6.3,11.2,0.019,0.044,-99,-99,-99,37.2,37,-9999,-9999,-9999
53131,20210607,2.623,-111.17,32.24,37.2,19,28.1,29.3,0,26.91,C,51.5,17.9,32.5,15.4,4.1,9.1,0.018,0.042,-99,-99,-99,35.4,35.6,-9999,-9999,-9999
53131,20210608,2.623,-111.17,32.24,36.1,21.8,29,28.9,0,29.47,C,55.4,18.5,33.1,17,2.3,7.9,0.018,0.042,-99,-99,-99,36,36,-9999,-9999,-9999
53131,20210609,2.623,-111.17,32.24,38.6,17.2,27.9,29.1,0,29.65,C,56.2,17.2,34.4,19.7,2.3,8.7,0.018,0.043,-99,-99,-99,36.7,36.5,-9999,-9999,-9999
53131,20210610,2.623,-111.17,32.24,37.3,17.4,27.4,29.2,0,29.26,C,57.5,17.3,34.7,20,4.7,9.5,0.018,0.043,-99,-99,-99,36.9,36.7,-9999,-9999,-9999
53131,20210611,2.623,-111.17,32.24,39.3,18.6,29,31.3,0,29.99,C,58.1,18.5,36.3,15.9,2.9,6.3,0.019,0.043,-99,-99,-99,38.1,37.7,-9999,-9999,-9999
53131,20210612,2.623,-111.17,32.24,41.8,18.8,30.3,33,0,29.76,C,59.8,18.4,37.2,9.3,1.4,3.8,0.019,0.043,-99,-99,-99,39,38.4,-9999,-9999,-9999
53131,20210613,2.623,-111.17,32.24,42.9,22.2,32.6,35,0,28.91,C,60.3,21.4,38.6,9.1,1.9,3.9,0.019,0.043,-99,-99,-99,40.1,39.4,-9999,-9999,-9999
53131,20210614,2.623,-111.17,32.24,43,24.6,33.8,35.6,0,27.59,C,59.2,23.3,39.2,13.4,3.4,6.6,0.019,0.044,-99,-99,-99,40.6,39.8,-9999,-9999,-9999
53131,20210615,2.623,-111.17,32.24,44.7,26,35.3,36.2,0,24.42,C,60.9,24.8,39.4,27,5.7,11.7,0.02,0.044,-99,-99,-99,41.1,40.4,-9999,-9999,-9999
53131,20210616,2.623,-111.17,32.24,44.8,27.7,36.2,36.8,0,26.86,C,62.2,25.9,41.2,26.2,5.4,13.8,0.022,0.045,-99,-99,-99,42.4,41.5,-9999,-9999,-9999
53131,20210617,2.623,-111.17,32.24,44.3,26.9,35.6,37.5,0,27.49,C,62.3,26.1,41.6,21.6,5.3,9.9,0.022,0.046,-99,-99,-99,42.8,42,-9999,-9999,-9999
53131,20210618,2.623,-111.17,32.24,44.3,28,36.1,37.1,0,28.31,C,62.8,26.2,41.7,18.4,4.1,8.5,0.022,0.046,-99,-99,-99,43,42.3,-9999,-9999,-9999
53131,20210619,2.623,-111.17,32.24,43.8,26.8,35.3,36,0,27.18,C,60.9,25.9,41,21.4,6,13,0.021,0.045,-99,-99,-99,42.6,42.1,-9999,-9999,-9999
53131,20210620,2.623,-111.17,32.24,42.1,26.9,34.5,35.3,0,27.73,C,59.5,26.5,40.3,29.2,8.9,17.2,0.022,0.045,-99,-99,-99,42.4,42.1,-9999,-9999,-9999
53131,20210621,2.623,-111.17,32.24,39.6,26.9,33.3,33.5,0,27.9,C,57.4,26.2,39.2,50.6,10.3,23.3,0.022,0.045,-99,-99,-99,41.3,41.2,-9999,-9999,-9999
53131,20210622,2.623,-111.17,32.24,35.3,27.2,31.2,31.6,0,12.13,C,43.5,27.2,33.7,35,14.5,24.5,0.019,0.042,-99,-99,-99,36.5,37.3,-9999,-9999,-9999
53131,20210623,2.623,-111.17,32.24,34.8,25.3,30,28.7,0.3,19.68,C,53.5,24.2,33,55.5,21.6,36.8,0.02,0.042,-99,-99,-99,35.5,36.1,-9999,-9999,-9999
53131,20210624,2.623,-111.17,32.24,36.7,22.4,29.6,29.9,1.3,24.25,C,54.2,22.6,35.4,86.5,20.1,44.4,0.036,0.047,-99,-99,-99,36.5,36.7,-9999,-9999,-9999
53131,20210625,2.623,-111.17,32.24,38.5,24,31.2,32.1,0,28.55,C,58.2,24.2,38.1,44.9,11.7,23.6,0.035,0.052,-99,-99,-99,39.4,38.9,-9999,-9999,-9999
53131,20210626,2.623,-111.17,32.24,39,23.9,31.5,32.8,0,29.12,C,58.5,23,38.3,37.5,5.6,16,0.029,0.05,-99,-99,-99,40.1,39.7,-9999,-9999,-9999
53131,20210627,2.623,-111.17,32.24,41.3,24.1,32.7,34,0,27.27,C,59.7,23.1,38.7,22.8,7.5,12.5,0.025,0.048,-99,-99,-99,40.4,40,-9999,-9999,-9999
53131,20210628,2.623,-111.17,32.24,39.1,27.3,33.2,32.4,0,28.13,C,60,25.3,39,31.8,10.5,21.4,0.025,0.048,-99,-99,-99,40.6,40.4,-9999,-9999,-9999
53131,20210629,2.623,-111.17,32.24,37.7,24.9,31.3,30.7,0,24.86,C,58.7,24.3,37,45.7,15.1,29.4,0.024,0.046,-99,-99,-99,39.5,39.6,-9999,-9999,-9999
53131,20210630,2.623,-111.17,32.24,36.7,26,31.3,29.3,0.4,18.02,C,55.2,25.5,34,54.2,20.1,38.6,0.023,0.045,-99,-99,-99,36.8,37.5,-9999,-9999,-9999
53131,20210701,2.623,-111.17,32.24,37,24.1,30.6,30.1,0,22.61,C,58.9,24.7,36.6,56.1,21.3,38.8,0.026,0.046,-99,-99,-99,38.3,38.2,-9999,-9999,-9999
53131,20210702,2.623,-111.17,32.24,36.8,21.4,29.1,28.1,52.9,15.52,C,57.7,23,32.6,89.4,26.4,53,0.071,0.084,-99,-99,-99,33.8,34.8,-9999,-9999,-9999
53131,20210703,2.623,-111.17,32.24,32.9,23,28,27.1,2.1,11.66,C,46.1,23.7,28.5,90.8,38.1,58.4,0.117,0.148,-99,-99,-99,28.6,29.6,-9999,-9999,-9999
53131,20210704,2.623,-111.17,32.24,34.3,21.7,28,27.6,0.4,22.25,C,48.5,21.9,31.8,90.9,35.6,61.6,0.121,0.146,-99,-99,-99,31.4,31.5,-9999,-9999,-9999
53131,20210705,2.623,-111.17,32.24,36.8,25.9,31.3,30.6,0,23.6,C,52.4,26.3,35.9,71.4,22.4,47.4,0.104,0.137,-99,-99,-99,34.9,34.7,-9999,-9999,-9999
53131,20210706,2.623,-111.17,32.24,39.3,25.4,32.3,32.4,0.3,26.45,C,54.4,26,37.4,74.7,10.9,34.5,0.096,0.13,-99,-99,-99,37,36.8,-9999,-9999,-9999
53131,20210707,2.623,-111.17,32.24,40.1,25.5,32.8,32.8,0,27.15,C,57.3,25.8,39.2,61.7,12.9,32.8,0.088,0.125,-99,-99,-99,38.7,38.3,-9999,-9999,-9999
53131,20210708,2.623,-111.17,32.24,40.9,25.4,33.1,33.3,0,27.68,C,58.2,26.2,39.7,62.9,11.1,34.3,0.077,0.119,-99,-99,-99,39.4,39,-9999,-9999,-9999
53131,20210709,2.623,-111.17,32.24,40.9,26.9,33.9,33.5,0,25.66,C,59.5,27.8,40.4,61.9,19.8,38.9,0.067,0.115,-99,-99,-99,40.6,40,-9999,-9999,-9999
53131,20210710,2.623,-111.17,32.24,40.9,21.7,31.3,32.6,12.9,26.43,C,58.5,24.9,39.5,89.1,19.4,41.5,0.076,0.115,-99,-99,-99,39.8,39.8,-9999,-9999,-9999
53131,20210711,2.623,-111.17,32.24,38.5,24.2,31.4,31.3,0,26.67,C,50.6,23.6,35,74.1,19.2,42.7,0.128,0.135,-99,-99,-99,35,35.4,-9999,-9999,-9999
53131,20210712,2.623,-111.17,32.24,37.6,20.2,28.9,31.2,40.2,25.24,C,52.3,22.7,36.5,91.6,24.7,41.9,0.11,0.13,-99,-99,-99,36.3,36.7,-9999,-9999,-9999
53131,20210713,2.623,-111.17,32.24,36.7,22,29.3,29.7,0.3,25.85,C,46.1,22.1,32.8,83.4,22.8,48.8,0.14,0.165,-99,-99,-99,32.7,33.3,-9999,-9999,-9999
53131,20210714,2.623,-111.17,32.24,29.3,20.9,25.1,25.7,6.8,7.35,C,37,23,27.1,90,44.3,67.7,0.129,0.165,-99,-99,-99,28,29.2,-9999,-9999,-9999
53131,20210715,2.623,-111.17,32.24,31.1,21.8,26.4,26.1,0,16.2,C,39.6,22.9,28.5,85.8,46.6,66.3,0.118,0.16,-99,-99,-99,28.5,29,-9999,-9999,-9999
53131,20210716,2.623,-111.17,32.24,30.4,24.2,27.3,26.6,0,14.04,C,40.5,24.2,29,80.4,46.4,63.3,0.099,0.144,-99,-99,-99,29.6,29.9,-9999,-9999,-9999
53131,20210717,2.623,-111.17,32.24,34.8,21.9,28.3,28.7,0,27.5,C,48.9,22.4,33.6,84.3,29.9,52.5,0.091,0.137,-99,-99,-99,34,33.6,-9999,-9999,-9999
53131,20210718,2.623,-111.17,32.24,32,21.7,26.9,26.7,2.2,18,C,42.7,23.6,30.5,90.9,39.8,64.4,0.081,0.126,-99,-99,-99,31.7,32.3,-9999,-9999,-9999
53131,20210719,2.623,-111.17,32.24,35.5,24.6,30,29.9,0,25.78,C,50.1,24.5,34.9,67.1,27.4,47.2,0.082,0.124,-99,-99,-99,35.3,35,-9999,-9999,-9999
53131,20210720,2.623,-111.17,32.24,36.4,22.6,29.5,30.1,7.1,26.05,C,46.3,24.3,34.3,90.7,28.4,54.5,0.11,0.133,-99,-99,-99,34.3,34.6,-9999,-9999,-9999
53131,20210721,2.623,-111.17,32.24,38.3,24.8,31.6,30.8,-9999,23.12,C,51.4,25.5,35.1,77.5,18.2,47.3,0.089,0.124,-99,-99,-99,35,34.9,-9999,-9999,-9999
53131,20210722,2.623,-111.17,32.24,-9999,-9999,-9999,-9999,-9999,-9999,U,-9999,-9999,-9999,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53131,20210723,2.623,-111.17,32.24,27.1,20.2,23.7,23.2,24.9,9.33,C,35.2,21.3,25.3,91.6,56.1,73.7,0.14,0.175,-99,-99,-99,26.8,28.3,-9999,-9999,-9999
53131,20210724,2.623,-111.17,32.24,24,20.3,22.2,22,20.4,6.22,C,28.2,22.1,23.9,94.6,65.5,85.2,0.155,0.195,-99,-99,-99,25.1,26,-9999,-9999,-9999
53131,20210725,2.623,-111.17,32.24,-9999,-9999,-9999,-9999,-9999,-9999,U,-9999,-9999,-9999,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53131,20210726,2.623,-111.17,32.24,32.3,20.5,26.4,26.7,0,26.95,C,40.7,19.3,28.5,80.9,33.9,55.7,0.124,0.173,-99,-99,-99,28.1,28,-9999,-9999,-9999
53131,20210727,2.623,-111.17,32.24,34.8,21.2,28,26.8,0.7,22.18,C,44.8,21.2,29.2,86,28.2,61.6,0.099,0.15,-99,-99,-99,30,30,-9999,-9999,-9999
53131,20210728,2.623,-111.17,32.24,34.5,20,27.3,28.1,0,26.25,C,44.7,20.5,31,87.6,27.4,52.1,0.086,0.137,-99,-99,-99,31.6,31.4,-9999,-9999,-9999
53131,20210729,2.623,-111.17,32.24,34.2,21.6,27.9,28.2,1.5,15.55,C,42.5,24,30.3,87.7,27.3,48,0.075,0.126,-99,-99,-99,30.7,31.1,-9999,-9999,-9999
53131,20210730,2.623,-111.17,32.24,33.7,20,26.9,26.9,8.8,26.09,C,44.8,21.4,30.7,91.2,33.1,57.4,0.083,0.122,-99,-99,-99,31.4,31.5,-9999,-9999,-9999
53131,20210731,2.623,-111.17,32.24,33.1,20.5,26.8,26.8,0,26.72,C,43.2,21.9,30.6,95.3,35,62.8,0.122,0.143,-99,-99,-99,30.7,30.9,-9999,-9999,-9999
53131,20210801,2.623,-111.17,32.24,34.8,22.7,28.7,29.1,0,24.53,C,45.6,23.6,32.5,83,33.3,53.2,0.093,0.13,-99,-99,-99,32.6,32.4,-9999,-9999,-9999
53131,20210802,2.623,-111.17,32.24,36.7,22.8,29.7,30.2,0,26.23,C,48.5,23.9,34.3,78.6,24.7,47,0.08,0.121,-99,-99,-99,34.3,34,-9999,-9999,-9999
53131,20210803,2.623,-111.17,32.24,38.2,24.6,31.4,31.2,0,26.58,C,50.7,25.4,35.4,65.5,16.3,39.6,0.071,0.116,-99,-99,-99,35.5,35.3,-9999,-9999,-9999
53131,20210804,2.623,-111.17,32.24,39.9,23.1,31.5,32,0,26.98,C,52.4,24,35.7,64.6,9.8,31.1,0.061,0.109,-99,-99,-99,36,35.7,-9999,-9999,-9999
53131,20210805,2.623,-111.17,32.24,37.7,25.6,31.6,31.9,0,25.82,C,52.7,26,37,63.6,22.2,40.5,0.053,0.105,-99,-99,-99,36.9,36.4,-9999,-9999,-9999
53131,20210806,2.623,-111.17,32.24,37.3,25.9,31.6,30.1,0,20.99,C,53.2,27.1,35.9,61,30.6,46,0.047,0.1,-99,-99,-99,36.9,36.6,-9999,-9999,-9999
53131,20210807,2.623,-111.17,32.24,36.6,21.6,29.1,29.8,0,25.77,C,52.7,24.1,36.1,75.9,27.7,46.4,0.045,0.096,-99,-99,-99,36.9,36.4,-9999,-9999,-9999
53131,20210808,2.623,-111.17,32.24,35.9,24.1,30,29.3,0,20.44,C,51.1,25.7,35,58.9,31.6,44.6,0.041,0.092,-99,-99,-99,36.2,36,-9999,-9999,-9999
53131,20210809,2.623,-111.17,32.24,31.1,22.7,26.9,26.4,0.4,11.18,C,43.9,24.2,30.6,83.6,42,58.1,0.038,0.086,-99,-99,-99,31.8,32.5,-9999,-9999,-9999
53131,20210810,2.623,-111.17,32.24,32.3,22.7,27.5,26.7,0,17.68,C,51.9,25.8,33.2,87.7,41.9,64,0.039,0.087,-99,-99,-99,34,33.7,-9999,-9999,-9999
53131,20210811,2.623,-111.17,32.24,31.1,20.9,26,25.6,11.6,23.27,C,44.4,23.3,31.4,93.6,43.8,69.9,0.115,0.118,-99,-99,-99,30.8,31.6,-9999,-9999,-9999
53131,20210812,2.623,-111.17,32.24,31.2,19.9,25.5,25.8,49.4,25.36,C,43.8,22.3,31,95.7,47.4,71.1,0.142,0.178,-99,-99,-99,29.6,30.1,-9999,-9999,-9999
53131,20210813,2.623,-111.17,32.24,31.9,21.6,26.8,26.4,0,25.53,C,47.9,23.5,32.9,89.4,41.8,63.8,0.109,0.152,-99,-99,-99,31.6,31.6,-9999,-9999,-9999
53131,20210814,2.623,-111.17,32.24,29.7,20,24.8,24.1,23.2,18.66,C,41.5,22.4,29,95.4,51.7,75.4,0.145,0.18,-99,-99,-99,28.8,29.4,-9999,-9999,-9999
53131,20210815,2.623,-111.17,32.24,32.2,22.4,27.3,26.7,0,22.5,C,45.8,23.6,31.7,91.5,41.6,66.7,0.12,0.16,-99,-99,-99,30.5,30.4,-9999,-9999,-9999
53131,20210816,2.623,-111.17,32.24,33.2,22.4,27.8,27.5,1.5,24.96,C,48.9,24.2,33.4,90.8,40.3,64.6,0.1,0.147,-99,-99,-99,32.2,32,-9999,-9999,-9999
53131,20210817,2.623,-111.17,32.24,29.1,19.5,24.3,23.9,11.4,16.39,C,39.3,22,28.1,94.8,54.9,78.9,0.145,0.176,-99,-99,-99,28.3,28.9,-9999,-9999,-9999
53131,20210818,2.623,-111.17,32.24,31.5,23.1,27.3,26.8,0,22.45,C,42.6,23.9,30.6,81.4,39.2,60.9,0.12,0.159,-99,-99,-99,29.8,29.8,-9999,-9999,-9999
53131,20210819,2.623,-111.17,32.24,32.1,22.2,27.2,26.9,0,24.28,C,45.9,22.3,31.4,76.8,35.9,56.7,0.098,0.143,-99,-99,-99,30.7,30.6,-9999,-9999,-9999
53131,20210820,2.623,-111.17,32.24,32.6,20.7,26.7,26.6,0,25.07,C,48.3,22.3,32.6,85.5,31.7,58,0.085,0.134,-99,-99,-99,31.8,31.7,-9999,-9999,-9999
53131,20210821,2.623,-111.17,32.24,34.4,19.9,27.2,27.3,0,25.61,C,49.9,22,33.3,86.2,25.4,53.2,0.078,0.125,-99,-99,-99,32.8,32.5,-9999,-9999,-9999
53131,20210822,2.623,-111.17,32.24,35.3,20.8,28,27.8,0,25.09,C,50.8,23,33.8,81.4,22.1,48.1,0.072,0.12,-99,-99,-99,33.5,33.2,-9999,-9999,-9999
53131,20210823,2.623,-111.17,32.24,35.5,18.8,27.1,28.1,0,24.96,C,51.4,21.7,33.7,68.4,19.9,38.6,0.065,0.113,-99,-99,-99,33.5,33.3,-9999,-9999,-9999
53131,20210824,2.623,-111.17,32.24,35.4,20.6,28,29.1,0,24.21,C,51.3,22.8,34.5,73.6,21.4,38.1,0.057,0.109,-99,-99,-99,34.1,33.8,-9999,-9999,-9999
53131,20210825,2.623,-111.17,32.24,37.8,21.6,29.7,30.8,0,24.85,C,53.6,23.8,36.3,67.1,21.2,37.7,0.052,0.107,-99,-99,-99,35.4,34.8,-9999,-9999,-9999
53131,20210826,2.623,-111.17,32.24,39.2,23.2,31.2,31.6,0,24.14,C,55.1,25.1,37.2,63.3,18.7,37.7,0.047,0.104,-99,-99,-99,36.4,35.7,-9999,-9999,-9999
53131,20210827,2.623,-111.17,32.24,40.1,26.8,33.4,32.7,0,22.14,C,56.8,27,37.5,48.3,16.9,29.6,0.044,0.101,-99,-99,-99,37,36.3,-9999,-9999,-9999
53131,20210828,2.623,-111.17,32.24,37,23.3,30.2,29.9,3.7,23.2,C,54.7,23.4,35.5,68.7,24.1,38.5,0.041,0.096,-99,-99,-99,35.4,35.4,-9999,-9999,-9999
53131,20210829,2.623,-111.17,32.24,38.2,23,30.6,29.9,0,21.23,C,53.3,23,33.8,69.3,20.6,41.5,0.06,0.091,-99,-99,-99,33.3,33.4,-9999,-9999,-9999
53131,20210830,2.623,-111.17,32.24,37.2,24.6,30.9,29.6,0.2,21.14,C,53.1,25.6,35.3,70.2,24.1,43,0.059,0.097,-99,-99,-99,34.7,34.5,-9999,-9999,-9999
53131,20210831,2.623,-111.17,32.24,30.3,20.7,25.5,24.6,4.9,10,C,42.2,22.8,28.6,95.6,44.1,71.6,0.05,0.091,-99,-99,-99,30.1,31.2,-9999,-9999,-9999
53131,20210901,2.623,-111.17,32.24,30.8,20.1,25.5,24.7,0.2,20.84,C,45,21.3,29.8,96.5,43.8,72.2,0.073,0.091,-99,-99,-99,29.6,29.8,-9999,-9999,-9999
53131,20210902,2.623,-111.17,32.24,33,21.9,27.5,26.7,0,19.78,C,48.2,22.9,31.7,88.2,30.8,60.6,0.067,0.095,-99,-99,-99,31.1,31,-9999,-9999,-9999
53131,20210903,2.623,-111.17,32.24,34.2,20,27.1,28,0,23.11,C,51.4,21.9,34,84.2,26.6,50.1,0.062,0.096,-99,-99,-99,32.9,32.5,-9999,-9999,-9999
53131,20210904,2.623,-111.17,32.24,36.7,24.5,30.6,30.4,0,22.58,C,54.3,25.9,36.7,66.6,26.7,41.8,0.055,0.1,-99,-99,-99,35.3,34.6,-9999,-9999,-9999
53131,20210905,2.623,-111.17,32.24,37.6,22.8,30.2,28.6,0.3,22.32,C,54.9,25.2,35,75.5,24.3,49.1,0.047,0.097,-99,-99,-99,34.9,34.6,-9999,-9999,-9999
53131,20210906,2.623,-111.17,32.24,35.5,20.9,28.2,28.7,0,23.09,C,54.2,22.9,35.1,69.1,28.2,45.5,0.042,0.093,-99,-99,-99,34.8,34.2,-9999,-9999,-9999
53131,20210907,2.623,-111.17,32.24,35.8,21.9,28.8,28.9,0,22.88,C,53.6,24.1,35.5,79,29.3,50,0.04,0.091,-99,-99,-99,35.2,34.7,-9999,-9999,-9999
53131,20210908,2.623,-111.17,32.24,38.5,23.7,31.1,30.6,0,22.24,C,55.4,25.6,36.7,65.6,13,37.1,0.039,0.089,-99,-99,-99,35.9,35.2,-9999,-9999,-9999
53131,20210909,2.623,-111.17,32.24,38.8,24.2,31.5,32.2,0,22.81,C,55.3,24.6,36.6,41.7,11,23.1,0.037,0.086,-99,-99,-99,36.2,35.4,-9999,-9999,-9999
53131,20210910,2.623,-111.17,32.24,38.7,22.2,30.5,31,0,23.15,C,56,23.8,36.8,55.2,10.5,27.3,0.036,0.083,-99,-99,-99,36.4,35.6,-9999,-9999,-9999
53131,20210911,2.623,-111.17,32.24,38.6,22.3,30.5,30.8,0,20.71,C,56.7,24.6,36.3,66,14.4,35.3,0.034,0.08,-99,-99,-99,36.5,35.8,-9999,-9999,-9999
53131,20210912,2.623,-111.17,32.24,39.5,21.6,30.5,31,0,22.42,C,56,23.2,36.2,51.6,11.8,26.7,0.033,0.078,-99,-99,-99,36.3,35.7,-9999,-9999,-9999
53131,20210913,2.623,-111.17,32.24,38.9,20.8,29.8,30.8,0,22.54,C,55.9,22.8,36,48.4,11.3,24.9,0.032,0.076,-99,-99,-99,36.2,35.5,-9999,-9999,-9999
53131,20210914,2.623,-111.17,32.24,38,23,30.5,30.6,0,22.13,C,55.3,23.9,36,50.3,13.1,27.9,0.031,0.074,-99,-99,-99,36.1,35.5,-9999,-9999,-9999
53131,20210915,2.623,-111.17,32.24,37.3,20.2,28.7,29.6,0,22.37,C,54.2,22.2,34.9,55.3,10.4,25.1,0.03,0.072,-99,-99,-99,35.3,34.9,-9999,-9999,-9999
53131,20210916,2.623,-111.17,32.24,38,21,29.5,29.8,0,21.94,C,55,22.2,35.3,42.1,10.9,23,0.03,0.071,-99,-99,-99,35.6,35,-9999,-9999,-9999
53131,20210917,2.623,-111.17,32.24,35,23.6,29.3,29,0,15.29,C,50.1,25.8,33.9,49.5,21,33.4,0.027,0.069,-99,-99,-99,34,34,-9999,-9999,-9999
